quiet,0.000137608366589,0.000355037989065,0.000132925694537,0.000325354403904,0.000375657400451,0.000201673893315,0.00029526832509,0.000201633229156,0.000123747061007,0.000220726189162,0.00016485328058,0.00041313778145,0.000168890390137
late,0.000137608366589,0.00142015195626,0.000265851389074,0.00106902161283,0.00117392937641,0.000302510839972,0.000221451243818,0.000201633229156,0.000247494122015,0.000606997020196,0.00016485328058,0.000206568890725,0.000168890390137
true,0.000137608366589,0.000497053184691,0.000132925694537,0.000697188008366,0.000281743050338,0.000403347786629,0.000369085406363,0.000403266458312,0.000247494122015,0.000717360114778,0.00016485328058,0.000309853336088,0.000168890390137
fantast,0.000137608366589,0.000142015195626,0.000132925694537,0.000139437601673,9.39143501127e-05,0.000504184733286,0.000516719568908,0.000302449843734,0.000123747061007,0.000331089283744,0.00016485328058,0.000103284445363,0.000168890390137
sequel,0.000137608366589,7.1007597813e-05,0.000132925694537,4.64792005578e-05,9.39143501127e-05,0.000201673893315,7.38170812726e-05,0.000100816614578,0.000123747061007,5.51815472906e-05,0.00016485328058,0.000103284445363,0.000168890390137
wish,0.000137608366589,0.00369239508627,0.000797554167221,0.0020915640251,0.00352178812923,0.00121004335989,0.00228832951945,0.00151224921867,0.000618735305037,0.0017658095133,0.00016485328058,0.00103284445363,0.000337780780274
introduc,0.000137608366589,7.1007597813e-05,0.000132925694537,4.64792005578e-05,4.69571750563e-05,0.000302510839972,7.38170812726e-05,0.000100816614578,0.000123747061007,5.51815472906e-05,0.00016485328058,0.000103284445363,0.000168890390137
franklin,0.000137608366589,7.1007597813e-05,0.000132925694537,9.29584011155e-05,4.69571750563e-05,0.000201673893315,7.38170812726e-05,0.000100816614578,0.000123747061007,5.51815472906e-05,0.00016485328058,0.000103284445363,0.000168890390137
charact,0.000137608366589,0.000213022793439,0.000132925694537,0.000232396002789,0.000140871525169,0.000201673893315,0.000221451243818,0.000201633229156,0.000247494122015,0.000110363094581,0.00016485328058,0.000103284445363,0.000168890390137
okay,0.000275216733177,0.000284030391252,0.000132925694537,0.000511271206135,0.0010800150263,0.000302510839972,0.000369085406363,0.000201633229156,0.000247494122015,0.000551815472906,0.000329706561161,0.000619706672175,0.000168890390137
twitter,0.00192651713224,0.00177518994532,0.00106340555629,0.00446200325354,0.00253568745304,0.00171422809317,0.00221451243818,0.00211714890614,0.00160871179309,0.00226244343891,0.000329706561161,0.00154926668044,0.000168890390137
laptop,0.000275216733177,0.000284030391252,0.000132925694537,0.000278875203347,0.000422614575507,0.000403347786629,0.000221451243818,0.000201633229156,0.000123747061007,0.000331089283744,0.00016485328058,0.00041313778145,0.000168890390137
complet,0.000275216733177,0.000497053184691,0.000531702778147,0.000650708807809,0.000281743050338,0.000201673893315,0.000516719568908,0.000201633229156,0.000247494122015,0.000717360114778,0.00016485328058,0.000516422226813,0.000168890390137
broke,0.000137608366589,0.000568060782504,0.000132925694537,4.64792005578e-05,0.000657400450789,0.000403347786629,7.38170812726e-05,0.000201633229156,0.000371241183022,0.000110363094581,0.00016485328058,0.000309853336088,0.000168890390137
comput,0.000825650199532,0.000497053184691,0.000132925694537,0.000464792005578,0.000751314800902,0.000100836946657,0.00029526832509,0.000302449843734,0.000618735305037,0.000220726189162,0.00016485328058,0.000206568890725,0.000168890390137
act,0.000137608366589,0.000355037989065,0.00039877708361,0.000139437601673,0.000140871525169,0.000100836946657,7.38170812726e-05,0.000302449843734,0.000247494122015,0.000165544641872,0.00016485328058,0.000103284445363,0.000168890390137
reckon,0.000137608366589,0.000284030391252,0.000132925694537,4.64792005578e-05,4.69571750563e-05,0.000100836946657,7.38170812726e-05,0.000100816614578,0.000123747061007,0.000110363094581,0.00016485328058,0.000103284445363,0.000168890390137
feel,0.000688041832943,0.00504153944472,0.000664628472684,0.00255635603068,0.00643313298272,0.00161339114652,0.00191924411309,0.00201633229156,0.00185620591511,0.0029246220064,0.000659413122321,0.00320181780624,0.00050667117041
kind,0.000137608366589,0.000781083575943,0.000265851389074,0.000650708807809,0.00051652892562,0.000403347786629,0.000516719568908,0.000201633229156,0.000371241183022,0.000662178567487,0.00016485328058,0.000722991117538,0.000168890390137
well,0.000550433466355,0.0032663494994,0.00172803402898,0.00325354403904,0.00361570247934,0.00201673893315,0.0029526832509,0.00272204859361,0.00136121767108,0.00397307140492,0.00016485328058,0.00361495558769,0.000337780780274
right,0.000688041832943,0.00184619754314,0.000797554167221,0.00264931443179,0.00220698722765,0.00131088030654,0.00177160995054,0.00151224921867,0.00136121767108,0.00143472022956,0.000329706561161,0.00103284445363,0.000675561560547
