dot,3,0,0,0,1,0,0,0,0,1,1,0,0,0
serial,1,0,1,0,0,0,0,0,0,0,0,0,0,0
pink,25,0,2,1,7,3,2,2,1,0,7,0,0,0
budget,5,0,1,0,2,1,0,1,0,0,0,0,0,0
issu,14,0,2,0,3,4,1,2,0,0,2,0,0,0
staffer,1,0,1,0,0,0,0,0,0,0,0,0,0,0
town,29,0,3,0,2,8,0,2,4,0,6,0,4,0
dizzi,3,0,1,0,0,2,0,0,0,0,0,0,0,0
edit,21,0,0,1,5,6,0,1,1,0,3,2,2,0
grey,14,0,1,1,5,2,1,0,4,0,0,0,0,0
whistl,1,0,0,1,0,0,0,0,0,0,0,0,0,0
fanni,1,0,0,1,0,0,0,0,0,0,0,0,0,0
mama,15,1,3,1,0,1,3,3,0,0,2,0,1,0
papa,2,0,0,1,0,0,0,1,0,0,0,0,0,0
west,12,0,1,0,4,3,0,1,2,0,0,0,1,0
profil,24,0,4,0,10,2,2,1,3,1,1,0,0,0
cam,5,0,0,0,4,1,0,0,0,0,0,0,0,0
chore,4,0,1,0,1,1,0,0,0,1,0,0,0,0
dumb,9,1,3,0,1,0,1,0,0,2,1,0,0,0
studi,51,0,2,0,13,15,2,2,3,2,6,0,6,0
mouth,9,1,2,0,2,3,0,0,0,1,0,0,0,0
anniversari,7,0,0,0,1,0,0,2,1,0,3,0,0,0
contempl,2,0,0,0,0,1,0,0,1,0,0,0,0,0
hold,30,0,5,1,4,6,2,3,0,3,2,0,4,0
sitter,3,0,0,0,1,2,0,0,0,0,0,0,0,0
metro,4,0,1,0,1,1,0,0,0,0,1,0,0,0
trader,5,1,0,0,0,2,0,0,0,0,2,0,0,0
firemen,1,0,0,0,0,1,0,0,0,0,0,0,0,0
cop,4,0,0,0,1,1,0,1,0,0,1,0,0,0
bus,26,0,5,0,8,4,1,1,1,2,1,0,3,0
disappoint,16,0,10,0,2,1,1,0,0,1,1,0,0,0
lad,2,0,0,0,1,1,0,0,0,0,0,0,0,0
nightclub,1,0,0,0,0,0,0,0,0,1,0,0,0,0
licens,7,1,0,0,3,2,0,0,0,1,0,0,0,0
view,25,1,2,0,7,5,2,1,0,0,6,0,1,0
site,46,2,2,2,17,7,3,5,0,1,6,0,1,0
due,30,0,5,0,7,8,0,0,1,4,4,0,1,0
restrict,3,0,1,0,0,0,0,0,0,2,0,0,0,0
afford,10,0,4,0,0,3,0,0,1,0,1,0,1,0
chop,6,0,0,0,1,1,0,0,0,1,3,0,0,0
appeal,4,0,1,0,1,0,0,0,0,1,1,0,0,0
qualiti,7,0,0,0,1,0,1,1,0,1,3,0,0,0
audio,5,0,1,0,0,2,1,0,0,1,0,0,0,0
stand,15,1,0,0,5,0,0,2,0,2,4,0,1,0
process,5,0,0,0,2,1,0,0,1,0,0,1,0,0
shipment,1,0,0,0,0,0,0,0,0,0,0,1,0,0
socket,1,0,0,0,0,0,1,0,0,0,0,0,0,0
hole,9,0,1,0,2,3,1,0,0,0,2,0,0,0
virgin,7,0,1,0,1,3,1,0,0,0,1,0,0,0
loos,5,0,0,0,1,1,1,0,1,0,1,0,0,0
respons,13,0,2,0,4,3,0,1,1,1,0,0,1,0
precious,2,0,0,0,1,0,0,1,0,0,0,0,0,0
burst,1,0,0,0,0,1,0,0,0,0,0,0,0,0
bubbl,6,0,1,0,1,2,0,1,0,0,0,0,1,0
potato,7,0,1,0,2,1,0,2,0,0,1,0,0,0
grape,5,0,1,0,1,0,1,0,0,0,1,0,1,0
fault,9,0,2,0,0,2,3,0,0,0,1,0,0,1
sat,24,2,0,2,5,3,1,0,4,0,6,1,0,0
pub,11,0,2,0,3,1,1,3,1,0,0,0,0,0
oop,9,0,0,1,3,2,1,0,0,0,2,0,0,0
empir,5,0,0,0,3,2,0,0,0,0,0,0,0,0
piper,1,0,0,0,0,0,0,1,0,0,0,0,0,0
git,3,0,1,0,1,0,0,0,0,1,0,0,0,0
shirt,20,0,2,0,4,5,0,2,0,1,4,0,2,0
learn,55,0,6,1,16,6,2,3,7,3,8,0,3,0
super,48,0,3,0,11,5,6,4,2,1,12,2,2,0
especi,20,1,2,1,3,4,0,3,2,0,3,0,1,0
recharg,2,0,0,0,1,1,0,0,0,0,0,0,0,0
continu,12,0,0,0,4,2,2,2,0,0,2,0,0,0
housework,2,0,0,0,2,0,0,0,0,0,0,0,0,0
brought,12,0,3,0,1,5,1,0,0,0,2,0,0,0
caulk,1,0,0,0,1,0,0,0,0,0,0,0,0,0
coffe,86,5,4,4,20,10,3,14,4,1,20,0,1,0
fight,19,0,2,0,3,5,1,2,2,0,2,0,2,0
migrain,5,0,2,1,0,0,0,0,0,0,0,0,2,0
sleepi,12,0,1,0,2,2,1,0,1,1,2,1,0,1
surfer,1,0,0,1,0,0,0,0,0,0,0,0,0,0
error,2,0,0,0,0,1,0,0,0,0,0,0,1,0
page,35,0,1,0,8,4,3,5,2,1,9,0,2,0
interview,16,1,2,0,4,3,1,1,1,0,2,0,0,1
contest,8,0,2,0,3,1,0,2,0,0,0,0,0,0
cheek,4,1,1,0,0,1,0,0,0,0,1,0,0,0
bakeri,1,1,0,0,0,0,0,0,0,0,0,0,0,0
support,19,2,1,0,1,3,1,6,0,0,4,0,1,0
infinit,1,1,0,0,0,0,0,0,0,0,0,0,0,0
boutiqu,1,1,0,0,0,0,0,0,0,0,0,0,0,0
scone,3,1,0,0,0,0,0,0,0,0,1,0,1,0
crisi,3,0,1,0,0,0,1,0,0,0,1,0,0,0
fring,2,0,2,0,0,0,0,0,0,0,0,0,0,0
comb,1,0,1,0,0,0,0,0,0,0,0,0,0,0
rich,6,0,0,0,3,1,0,0,1,0,0,0,1,0
sugari,1,0,0,0,0,1,0,0,0,0,0,0,0,0
golden,5,0,0,0,1,1,1,0,0,0,1,0,1,0
vend,1,0,0,0,0,1,0,0,0,0,0,0,0,0
machin,12,0,1,0,4,3,1,0,1,0,1,0,1,0
dentist,5,1,0,0,0,3,0,0,0,0,0,0,1,0
handl,5,0,0,0,1,3,0,0,0,0,1,0,0,0
dedic,7,0,0,0,4,1,0,0,1,0,0,0,1,0
doctor,10,1,0,0,2,4,0,1,0,1,1,0,0,0
physic,9,0,0,0,1,3,0,0,0,2,1,0,2,0
includ,8,0,1,0,2,2,0,1,0,1,1,0,0,0
pot,3,0,0,1,0,1,0,1,0,0,0,0,0,0
geranium,1,0,0,0,0,0,0,1,0,0,0,0,0,0
level,10,0,0,0,2,3,2,0,1,0,2,0,0,0
trust,7,0,1,0,1,5,0,0,0,0,0,0,0,0
nois,4,1,0,0,1,1,0,0,0,0,1,0,0,0
cell,10,0,0,0,3,4,2,0,0,0,1,0,0,0
mass,3,0,1,0,1,1,0,0,0,0,0,0,0,0
transit,2,0,0,0,0,1,0,0,0,0,0,1,0,0
everi,55,3,8,1,6,9,3,7,6,2,7,1,2,0
concentr,4,0,2,0,0,2,0,0,0,0,0,0,0,0
heat,18,0,3,1,3,4,1,1,1,2,1,0,1,0
cooler,2,0,1,0,0,0,1,0,0,0,0,0,0,0
comedi,8,0,1,0,2,1,0,2,0,0,2,0,0,0
outlet,2,0,1,0,1,0,0,0,0,0,0,0,0,0
headlin,2,0,1,0,0,1,0,0,0,0,0,0,0,0
took,47,0,6,1,9,8,4,4,2,3,8,0,2,0
extra,13,0,2,0,2,3,0,1,1,0,3,0,1,0
basic,12,0,2,0,3,2,0,1,0,0,3,0,1,0
doubl,18,0,2,2,2,1,2,1,1,2,3,0,2,0
origin,14,0,1,0,4,4,0,2,1,0,2,0,0,0
rais,10,0,1,0,4,1,0,0,1,1,2,0,0,0
less,29,1,3,1,6,4,4,2,2,1,3,0,2,0
bill,21,0,2,0,3,5,2,3,0,1,1,0,4,0
likewis,2,0,0,0,1,0,0,1,0,0,0,0,0,0
steal,3,0,0,0,0,0,0,1,1,0,0,0,1,0
foreign,3,0,0,0,2,1,0,0,0,0,0,0,0,0
shirtless,1,0,0,0,0,0,0,0,0,0,0,0,1,0
unlucki,3,0,0,0,1,1,0,0,0,1,0,0,0,0
rather,19,0,2,0,5,2,3,0,1,0,5,0,1,0
priest,2,0,0,0,1,0,0,1,0,0,0,0,0,0
queen,7,0,0,0,1,2,2,2,0,0,0,0,0,0
grade,10,0,1,0,4,3,0,2,0,0,0,0,0,0
deck,6,0,1,0,3,0,0,0,0,0,1,0,1,0
behind,16,0,0,0,6,3,1,3,1,0,2,0,0,0
cloud,15,1,2,0,2,4,0,1,0,1,2,0,2,0
slap,5,0,0,0,0,1,0,0,2,1,1,0,0,0
puma,1,0,0,0,0,0,0,1,0,0,0,0,0,0
top,41,2,9,0,8,4,1,5,2,2,6,0,2,0
ahead,8,0,2,1,2,0,0,2,0,0,1,0,0,0
math,6,0,2,0,1,2,1,0,0,0,0,0,0,0
geographi,3,0,1,0,1,1,0,0,0,0,0,0,0,0
crime,2,0,0,0,0,0,0,0,1,1,0,0,0,0
experi,17,2,1,1,1,3,1,1,3,0,3,0,1,0
provid,6,1,0,0,1,1,0,1,0,0,1,0,1,0
appl,23,0,1,1,7,2,1,2,1,1,7,0,0,0
rotten,2,0,1,0,0,0,0,0,0,1,0,0,0,0
swim,15,1,1,0,3,2,1,0,1,0,5,0,1,0
dirti,3,0,0,0,0,1,0,0,1,0,0,0,1,0
anybodi,13,0,0,0,5,2,1,0,3,0,0,1,1,0
basebal,9,0,1,0,3,1,0,1,0,0,3,0,0,0
paint,18,0,1,2,8,2,1,1,0,0,2,0,1,0
nail,11,0,1,1,4,2,0,0,0,1,2,0,0,0
thumb,6,1,1,0,0,1,0,1,1,1,0,0,0,0
differ,42,1,2,0,11,8,4,6,3,0,5,0,2,0
team,21,0,1,1,4,3,1,2,3,2,4,0,0,0
pen,4,2,0,1,0,0,0,0,0,0,1,0,0,0
care,43,2,0,2,7,14,1,7,0,1,5,0,4,0
king,10,0,2,1,2,2,0,1,1,0,1,0,0,0
cream,27,1,6,0,3,2,0,2,4,2,7,0,0,0
couch,9,2,1,0,1,1,0,1,1,0,1,0,1,0
cardboard,2,0,2,0,0,0,0,0,0,0,0,0,0,0
revers,1,0,0,0,0,0,0,0,0,1,0,0,0,0
overdraft,1,0,0,0,0,0,0,0,0,1,0,0,0,0
karma,6,0,2,0,1,1,0,1,1,0,0,0,0,0
hung,5,0,1,0,0,1,0,1,0,0,1,1,0,0
pair,6,0,2,0,2,1,0,0,0,1,0,0,0,0
pile,2,0,0,0,0,0,0,1,0,1,0,0,0,0
mayday,3,0,0,0,1,1,1,0,0,0,0,0,0,0
allerg,3,0,2,0,0,1,0,0,0,0,0,0,0,0
wax,2,0,1,0,0,1,0,0,0,0,0,0,0,0
awak,37,1,1,0,11,2,3,1,3,2,5,1,6,1
explod,3,0,1,0,0,1,0,0,1,0,0,0,0,0
ducki,2,0,0,0,1,0,0,0,0,0,0,0,1,0
murder,4,0,0,0,1,1,1,0,0,0,1,0,0,0
fussi,1,0,0,0,0,0,0,1,0,0,0,0,0,0
crash,11,0,2,0,0,4,0,0,1,0,2,0,2,0
puzzl,3,0,1,0,0,2,0,0,0,0,0,0,0,0
surviv,8,0,1,0,1,3,0,0,0,0,0,0,3,0
struggl,5,0,2,0,0,1,0,0,0,1,0,0,1,0
tom,20,0,1,1,4,5,1,4,1,0,3,0,0,0
bath,19,0,4,0,4,3,0,1,0,1,4,0,2,0
cologn,3,0,0,0,0,2,0,0,0,0,1,0,0,0
loser,3,1,0,0,1,0,0,0,0,1,0,0,0,0
goe,37,1,7,1,7,9,1,2,2,0,5,0,2,0
server,7,0,0,0,3,3,0,1,0,0,0,0,0,0
unleash,2,0,0,0,1,0,0,0,0,0,1,0,0,0
marri,8,0,2,0,1,1,1,0,1,0,0,0,2,0
ban,4,0,1,0,2,1,0,0,0,0,0,0,0,0
court,5,0,1,0,1,1,1,0,0,0,0,0,1,0
villain,2,0,0,0,0,1,1,0,0,0,0,0,0,0
tummi,16,0,2,1,2,9,0,0,1,0,1,0,0,0
embarrass,1,0,0,0,0,1,0,0,0,0,0,0,0,0
dent,1,0,1,0,0,0,0,0,0,0,0,0,0,0
boot,10,0,4,0,1,1,0,0,2,0,1,0,1,0
vibrat,2,0,0,0,2,0,0,0,0,0,0,0,0,0
shuffl,4,0,0,0,2,0,0,1,0,0,1,0,0,0
hairdo,2,0,0,0,0,1,0,0,0,0,1,0,0,0
ton,9,0,1,0,1,3,0,1,2,0,1,0,0,0
inconclus,1,0,0,0,0,1,0,0,0,0,0,0,0,0
afternoon,37,1,6,1,11,1,3,3,3,0,6,0,2,0
tend,5,0,1,0,1,1,0,1,0,1,0,0,0,0
aim,10,0,4,0,2,0,0,1,0,0,3,0,0,0
rap,1,0,0,0,0,0,0,0,0,0,1,0,0,0
sunshin,19,0,1,1,3,3,0,1,1,0,8,0,1,0
remot,3,0,0,0,0,1,0,0,0,0,1,1,0,0
paedophilia,1,0,0,0,0,1,0,0,0,0,0,0,0,0
disfigur,1,0,0,0,0,1,0,0,0,0,0,0,0,0
net,9,0,1,0,0,5,2,0,0,0,1,0,0,0
countri,10,1,2,0,3,1,1,2,0,0,0,0,0,0
plant,14,2,1,1,2,0,0,2,1,1,4,0,0,0
thorni,1,1,0,0,0,0,0,0,0,0,0,0,0,0
bush,9,1,1,0,2,3,1,1,0,0,0,0,0,0
lectur,7,0,0,0,0,2,0,0,0,0,4,0,1,0
normal,12,0,1,0,3,5,0,0,1,0,2,0,0,0
languish,1,0,0,0,0,1,0,0,0,0,0,0,0,0
photo,71,3,3,2,23,7,3,6,1,1,17,0,5,0
steam,2,1,0,0,0,1,0,0,0,0,0,0,0,0
along,21,0,2,1,8,4,0,1,1,0,3,0,1,0
light,25,2,2,0,5,4,0,3,3,0,5,0,1,0
mist,1,0,0,0,0,0,0,0,0,0,0,0,1,0
hop,4,0,0,0,3,0,0,0,0,0,1,0,0,0
ant,4,0,2,0,1,1,0,0,0,0,0,0,0,0
planet,4,0,0,0,2,0,0,0,1,0,1,0,0,0
fit,17,0,1,0,5,4,2,2,1,0,2,0,0,0
van,8,0,1,0,3,2,1,0,0,0,0,0,1,0
shi,2,0,0,1,0,0,0,1,0,0,0,0,0,0
bite,1,0,0,1,0,0,0,0,0,0,0,0,0,0
senior,10,1,1,0,1,4,0,0,1,0,1,0,1,0
groceri,6,0,1,1,0,3,1,0,0,0,0,0,0,0
starv,7,0,1,0,1,1,0,1,0,1,2,0,0,0
flat,9,0,0,0,6,0,2,0,0,0,1,0,0,0
inexplic,1,0,0,0,0,1,0,0,0,0,0,0,0,0
afterward,6,0,1,0,4,1,0,0,0,0,0,0,0,0
congrat,39,0,0,0,5,2,3,9,2,0,16,0,2,0
remain,4,0,0,0,2,1,0,0,0,0,1,0,0,0
pencil,2,0,0,0,1,1,0,0,0,0,0,0,0,0
skirt,3,0,1,0,1,1,0,0,0,0,0,0,0,0
smoke,8,0,1,0,1,2,1,0,1,0,1,0,1,0
aerob,2,0,1,0,0,0,0,0,0,0,1,0,0,0
camp,11,0,2,0,4,2,1,0,0,0,1,0,1,0
club,16,1,2,0,1,1,3,3,0,3,2,0,0,0
bust,5,0,1,0,0,1,1,0,0,2,0,0,0,0
orang,5,0,1,0,1,1,0,1,0,0,1,0,0,0
slice,5,0,0,0,0,1,1,2,1,0,0,0,0,0
pickl,2,0,0,0,0,1,0,1,0,0,0,0,0,0
unemploy,2,0,0,0,0,1,1,0,0,0,0,0,0,0
date,38,0,3,0,11,7,0,4,3,2,5,0,3,0
script,9,0,0,0,3,3,1,0,0,1,1,0,0,0
midway,2,0,1,0,0,0,0,0,0,1,0,0,0,0
pitch,5,0,1,0,1,1,0,0,0,1,1,0,0,0
cost,12,1,1,0,0,6,0,1,1,0,2,0,0,0
dam,4,1,1,0,0,2,0,0,0,0,0,0,0,0
crunch,1,0,0,0,0,1,0,0,0,0,0,0,0,0
quot,17,0,3,0,5,1,4,3,0,0,0,0,1,0
data,5,0,3,0,1,1,0,0,0,0,0,0,0,0
recoveri,3,0,1,0,0,0,0,1,0,0,1,0,0,0
corpor,1,0,1,0,0,0,0,0,0,0,0,0,0,0
employ,2,0,1,0,0,0,0,0,0,0,0,0,1,0
spring,14,0,2,1,1,4,0,0,0,0,6,0,0,0
awaken,3,0,0,0,1,1,1,0,0,0,0,0,0,0
gymnast,2,0,1,0,1,0,0,0,0,0,0,0,0,0
skate,2,0,0,0,0,0,0,0,0,0,1,0,1,0
everybodi,29,1,3,1,6,5,0,5,2,1,5,0,0,0
legit,3,0,0,0,1,0,0,0,0,0,1,0,0,1
cancer,3,0,0,0,0,2,0,0,0,0,1,0,0,0
anger,1,0,1,0,0,0,0,0,0,0,0,0,0,0
orchid,1,0,0,0,0,1,0,0,0,0,0,0,0,0
bottl,12,0,3,0,6,1,0,0,2,0,0,0,0,0
holi,11,1,0,1,4,3,0,1,0,0,1,0,0,0
milk,13,0,1,1,6,2,0,1,0,0,2,0,0,0
rate,9,0,1,0,1,1,2,0,0,0,3,0,1,0
armi,2,0,0,0,0,1,0,0,0,0,0,0,1,0
wive,3,0,0,0,1,0,0,1,0,0,0,0,1,0
crimin,1,0,0,0,0,0,0,0,0,0,0,0,1,0
yike,2,0,0,0,0,0,0,0,0,0,0,0,2,0
intent,3,1,0,0,0,0,0,0,0,0,0,0,2,0
horrifi,2,0,0,0,0,0,0,0,0,1,0,0,1,0
remiss,1,0,1,0,0,0,0,0,0,0,0,0,0,0
blip,9,0,1,1,1,2,0,1,0,0,1,0,2,0
sluggish,1,0,0,0,1,0,0,0,0,0,0,0,0,0
observ,3,0,1,0,1,0,0,1,0,0,0,0,0,0
asid,1,0,1,0,0,0,0,0,0,0,0,0,0,0
cute,77,0,6,2,9,7,5,28,7,0,11,0,2,0
via,25,0,2,0,7,6,2,2,0,1,4,0,1,0
sympathi,4,0,2,0,0,0,0,0,0,0,1,0,1,0
en,9,0,0,0,2,3,1,1,1,0,1,0,0,0
director,3,0,0,0,1,1,0,0,0,0,1,0,0,0
kick,28,2,4,2,3,6,0,2,4,2,2,0,1,0
butt,4,0,1,0,0,1,0,2,0,0,0,0,0,0
ear,18,0,1,2,2,7,0,1,2,1,2,0,0,0
nose,8,1,1,2,1,2,0,1,0,0,0,0,0,0
septum,1,0,0,1,0,0,0,0,0,0,0,0,0,0
sexi,22,0,0,3,3,2,4,6,1,1,1,0,1,0
husband,11,0,1,1,3,2,1,1,1,0,1,0,0,0
knit,6,0,0,0,1,1,0,1,0,0,2,0,1,0
hobbi,2,0,0,0,0,2,0,0,0,0,0,0,0,0
noe,3,0,2,0,0,0,1,0,0,0,0,0,0,0
damper,2,0,0,0,0,2,0,0,0,0,0,0,0,0
pinki,2,0,1,0,0,1,0,0,0,0,0,0,0,0
door,19,0,1,1,5,4,1,3,0,2,2,0,0,0
bounc,4,0,0,0,2,1,0,0,0,0,1,0,0,0
weak,5,0,2,0,0,2,0,0,0,1,0,0,0,0
overdid,1,0,0,0,0,0,0,0,0,1,0,0,0,0
grandpar,5,0,1,0,1,2,0,0,0,0,1,0,0,0
ex,6,0,2,0,0,3,0,0,0,0,0,0,1,0
stronger,2,0,1,0,0,0,0,0,0,0,0,0,1,0
terrifi,1,0,0,0,0,0,0,1,0,0,0,0,0,0
pension,1,0,0,0,0,0,0,1,0,0,0,0,0,0
decor,2,0,0,0,1,0,0,1,0,0,0,0,0,0
perman,3,0,0,0,1,1,0,0,0,0,1,0,0,0
screen,19,0,2,0,4,1,2,3,1,1,3,0,1,1
click,11,1,2,0,4,1,1,0,1,0,0,0,1,0
whoever,6,0,1,0,0,2,0,1,0,2,0,0,0,0
boob,3,0,1,0,1,0,0,0,0,0,1,0,0,0
itch,4,0,2,0,1,0,0,0,0,0,0,0,1,0
volcano,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tick,3,0,1,0,2,0,0,0,0,0,0,0,0,0
mike,7,0,2,0,1,1,0,2,0,0,1,0,0,0
assum,7,0,2,0,0,1,2,0,0,1,0,0,1,0
turkey,4,0,1,0,0,1,0,0,0,0,1,0,1,0
err,3,0,0,0,1,1,0,0,0,0,1,0,0,0
steer,1,0,0,0,0,1,0,0,0,0,0,0,0,0
guilti,6,0,2,0,0,1,0,0,0,0,1,0,1,1
major,8,0,1,0,1,4,0,0,2,0,0,0,0,0
gorgeous,9,0,2,0,1,0,0,3,1,0,2,0,0,0
killer,16,0,6,0,3,2,0,2,1,1,0,1,0,0
heel,4,0,0,0,0,2,0,1,1,0,0,0,0,0
fraught,1,0,0,0,0,0,0,0,1,0,0,0,0,0
exot,3,1,0,0,2,0,0,0,0,0,0,0,0,0
litter,1,0,0,0,0,0,0,0,0,0,1,0,0,0
azalea,1,0,0,0,0,0,0,0,0,0,1,0,0,0
caught,13,0,0,0,2,4,1,0,0,0,5,0,1,0
yard,7,0,0,0,1,3,0,1,1,0,1,0,0,0
chamber,3,0,1,1,0,0,0,0,0,1,0,0,0,0
callback,1,0,0,1,0,0,0,0,0,0,0,0,0,0
emot,2,0,1,1,0,0,0,0,0,0,0,0,0,0
brows,5,1,0,0,2,1,0,0,0,0,0,0,1,0
web,11,0,1,0,2,2,3,0,1,0,1,0,1,0
expect,22,1,2,1,3,3,4,1,2,1,2,0,2,0
forum,7,0,0,0,4,0,0,0,0,0,2,0,1,0
harsh,2,0,0,0,0,1,0,0,0,0,1,0,0,0
ach,16,1,1,1,4,8,0,1,0,0,0,0,0,0
sis,15,0,1,1,3,3,1,2,2,0,1,0,1,0
hurri,9,0,0,1,3,4,1,0,0,0,0,0,0,0
plaster,2,0,0,0,1,0,1,0,0,0,0,0,0,0
death,18,0,1,0,3,5,1,1,1,1,4,1,0,0
incred,14,0,1,0,1,2,3,2,0,0,5,0,0,0
travel,18,1,2,1,7,5,0,0,2,0,0,0,0,0
id,14,0,3,0,4,2,0,1,0,2,2,0,0,0
motorcad,1,0,1,0,0,0,0,0,0,0,0,0,0,0
servic,13,0,3,0,0,4,3,1,0,1,1,0,0,0
trick,4,0,2,0,0,2,0,0,0,0,0,0,0,0
report,17,0,1,0,7,3,0,2,2,0,1,0,1,0
notch,1,0,0,0,0,1,0,0,0,0,0,0,0,0
toy,11,1,0,0,3,2,1,1,0,0,3,0,0,0
offici,23,1,3,1,5,4,2,3,1,0,2,0,1,0
pro,5,1,1,1,0,1,0,0,0,0,1,0,0,0
apart,23,1,2,1,2,4,3,1,1,1,5,1,1,0
rush,9,0,0,2,4,2,0,0,1,0,0,0,0,0
poison,2,0,0,1,0,1,0,0,0,0,0,0,0,0
client,9,0,1,1,4,2,0,0,0,0,0,0,1,0
avoid,7,0,2,0,2,1,0,0,0,0,1,0,1,0
expir,3,0,2,0,0,0,1,0,0,0,0,0,0,0
recap,1,0,0,0,0,1,0,0,0,0,0,0,0,0
mock,2,0,0,0,0,1,0,0,0,0,0,0,1,0
slip,5,0,0,0,2,0,0,0,0,1,0,0,2,0
possibl,22,1,0,1,6,5,2,2,0,0,5,0,0,0
special,30,0,0,0,6,1,4,11,3,0,4,0,1,0
discoveri,5,0,0,0,0,0,2,1,0,0,1,0,1,0
gate,1,0,0,0,0,1,0,0,0,0,0,0,0,0
driver,10,1,1,0,1,3,1,0,0,1,2,0,0,0
collar,1,0,0,0,0,1,0,0,0,0,0,0,0,0
upload,49,1,2,5,19,3,1,3,2,2,10,0,1,0
ridicul,5,0,0,0,0,0,0,1,1,2,1,0,0,0
somehow,8,0,3,0,0,1,1,0,1,0,2,0,0,0
broken,19,0,3,0,3,9,0,0,0,3,1,0,0,0
exit,6,0,1,0,0,0,1,0,1,0,3,0,0,0
hallway,2,0,1,0,0,1,0,0,0,0,0,0,0,0
rung,1,0,0,0,0,1,0,0,0,0,0,0,0,0
culinari,2,0,0,0,0,1,1,0,0,0,0,0,0,0
abomin,1,0,0,0,0,0,1,0,0,0,0,0,0,0
disconnect,2,0,0,0,0,1,1,0,0,0,0,0,0,0
neighbour,8,0,1,0,2,2,1,1,0,0,0,1,0,0
hire,2,0,0,0,0,1,0,0,0,1,0,0,0,0
economi,5,0,1,0,1,3,0,0,0,0,0,0,0,0
anorex,1,0,0,0,0,1,0,0,0,0,0,0,0,0
reveng,3,0,0,0,1,0,0,1,1,0,0,0,0,0
dig,10,0,0,0,3,1,0,1,1,0,3,0,1,0
band,29,1,3,0,6,1,0,8,5,0,4,0,1,0
reborn,1,0,0,0,1,0,0,0,0,0,0,0,0,0
easi,29,2,0,1,6,7,1,1,5,0,5,0,1,0
convinc,10,0,0,0,0,5,0,3,1,0,1,0,0,0
chees,23,1,2,0,6,5,0,2,2,0,4,0,1,0
motherland,1,0,0,0,0,1,0,0,0,0,0,0,0,0
bro,15,0,4,1,3,2,1,1,1,0,2,0,0,0
pix,6,0,1,0,1,2,0,1,0,0,1,0,0,0
elbow,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ago,54,2,3,0,12,14,6,4,1,1,8,0,2,1
realis,17,0,2,1,3,3,1,1,0,2,4,0,0,0
audienc,2,0,1,0,0,0,1,0,0,0,0,0,0,0
humili,1,0,0,0,0,0,0,0,0,1,0,0,0,0
front,15,0,2,0,5,3,1,1,0,1,1,0,1,0
exact,21,3,1,1,8,1,1,2,0,0,3,0,1,0
fieldwork,1,0,0,0,0,1,0,0,0,0,0,0,0,0
slept,24,0,3,0,4,5,1,1,1,0,2,0,6,1
awkward,1,0,0,0,0,1,0,0,0,0,0,0,0,0
bone,6,0,2,0,2,1,0,0,0,0,1,0,0,0
camper,2,0,0,0,0,1,0,0,0,0,1,0,0,0
jenni,4,0,1,0,0,1,0,1,0,0,1,0,0,0
action,8,1,0,1,2,2,0,0,0,1,1,0,0,0
nativ,3,0,0,0,0,1,0,1,0,1,0,0,0,0
spider,6,1,0,0,1,3,1,0,0,0,0,0,0,0
style,9,0,2,0,2,1,1,1,1,0,1,0,0,0
outfit,6,0,1,0,0,1,1,0,1,1,1,0,0,0
meter,3,1,0,0,0,0,0,0,0,0,1,0,1,0
flown,2,0,0,0,0,2,0,0,0,0,0,0,0,0
radio,24,0,2,0,7,3,0,3,1,0,5,0,3,0
accid,9,1,2,0,1,5,0,0,0,0,0,0,0,0
cap,6,0,0,0,1,1,2,0,2,0,0,0,0,0
gown,2,0,0,0,0,1,0,0,1,0,0,0,0,0
amen,1,0,0,0,0,1,0,0,0,0,0,0,0,0
file,9,0,1,0,1,4,0,0,0,0,2,0,1,0
separ,4,0,0,0,0,2,0,0,0,0,1,0,1,0
punch,5,0,0,0,1,1,0,0,0,0,2,0,1,0
track,25,0,2,0,4,2,2,3,2,0,5,0,5,0
avail,10,0,2,0,6,2,0,0,0,0,0,0,0,0
five,13,0,2,1,2,1,1,1,1,2,2,0,0,0
dollar,6,0,2,1,2,0,0,0,0,1,0,0,0,0
case,18,1,3,1,7,1,0,0,1,1,1,0,2,0
de,16,1,2,0,6,1,0,1,2,0,3,0,0,0
bye,23,0,5,1,3,0,0,3,4,0,6,0,1,0
coach,5,0,2,0,1,1,0,0,0,0,1,0,0,0
nobodi,13,0,0,0,3,5,0,1,0,2,1,0,1,0
dough,1,0,0,0,0,1,0,0,0,0,0,0,0,0
uniform,1,0,0,0,0,1,0,0,0,0,0,0,0,0
children,7,0,0,0,2,1,0,1,2,1,0,0,0,0
er,7,0,1,0,2,1,2,0,0,1,0,0,0,0
famous,8,0,2,0,1,0,2,0,1,0,1,0,0,1
highlight,3,0,1,0,2,0,0,0,0,0,0,0,0,0
horrid,1,0,0,0,1,0,0,0,0,0,0,0,0,0
unintent,1,0,0,0,0,0,0,0,0,0,1,0,0,0
snub,1,0,0,0,0,0,0,0,0,0,1,0,0,0
panther,2,0,0,0,0,1,1,0,0,0,0,0,0,0
develop,9,1,0,1,1,3,1,0,1,0,1,0,0,0
calla,1,0,0,0,0,1,0,0,0,0,0,0,0,0
board,10,1,0,0,2,0,2,0,0,2,3,0,0,0
